"date";"p_d11";"s_d11";"p_d12";"s_d12";"p_e11";"s_e11";"p_e12";"s_e12";"p_b11";"s_b11";"p_b12";"s_b12"
"2014-03-10";0;509;0;463;0;140;0;49;0;563;0;172
"2014-03-11";0;482;0;345;0;93;0;86;0;557;0;166
"2014-03-12";0;433;0;353;0;243;0;143;0;503;0;175
"2014-03-13";0;396;0;325;0;136;0;54;0;653;0;137
"2014-03-14";0;350;0;281;0;56;0;76;0;523;0;142
"2014-03-15";0;623;0;436;0;77;0;123;0;612;0;206
"2014-03-16";0;915;0;495;0;211;0;94;0;731;0;207
"2014-03-17";0;567;0;448;0;78;0;166;0;615;0;191
"2014-03-18";0;455;0;284;0;96;0;50;0;562;0;130
"2014-03-19";0;457;0;325;0;1003;0;177;0;580;0;163
"2014-03-20";0;372;0;273;0;108;0;59;0;689;0;137
"2014-03-21";0;435;0;269;0;64;0;28;0;496;0;189
"2014-03-22";0;546;0;414;0;85;0;114;0;581;0;163
"2014-03-23";0;830;0;462;0;264;0;88;0;724;0;233
"2014-03-24";0;513;0;371;0;116;0;42;0;502;0;163
"2014-03-25";0;520;0;343;0;44;0;79;0;561;0;134
"2014-03-26";0;353;0;317;0;132;0;77;0;493;0;176
"2014-03-27";0;429;0;305;0;139;0;96;0;678;0;139
"2014-03-28";0;372;0;313;0;257;0;114;0;438;0;148
"2014-03-29";0;596;0;390;0;206;0;86;0;574;0;160
"2014-03-30";0;825;0;551;0;218;0;177;0;711;0;215
"2014-03-31";0;566;0;444;0;391;0;73;0;535;0;193
"2014-04-01";0;719;0;413;0;164;0;354;0;612;0;187
"2014-04-02";0;690;0;376;0;254;0;181;0;632;0;202
"2014-04-03";0;579;0;296;0;265;0;33;0;603;0;144
"2014-04-04";0;521;0;322;0;144;0;26;0;610;0;168
"2014-04-05";0;676;0;426;0;146;0;106;0;642;0;203
"2014-04-06";0;976;0;575;0;223;0;208;0;846;0;227
"2014-04-07";0;543;0;423;0;193;0;122;0;608;0;186
"2014-04-08";0;570;0;349;0;137;0;94;0;506;0;175
"2014-04-09";0;414;0;298;0;180;0;105;0;534;0;120
"2014-04-10";0;424;0;334;0;97;0;98;0;717;0;141
"2014-04-11";0;415;0;319;0;42;0;68;0;460;0;121
"2014-04-12";0;585;0;414;0;89;0;171;0;545;0;212
"2014-04-13";0;847;0;461;0;159;0;134;0;636;0;234
"2014-04-14";0;517;0;410;0;999;0;114;0;523;0;181
"2014-04-15";0;502;0;416;0;134;0;108;0;508;0;165
"2014-04-16";0;571;0;392;0;175;0;125;0;508;0;120
"2014-04-17";0;605;0;586;0;280;0;119;0;582;0;126
"2014-04-18";0;713;0;519;0;219;0;306;0;530;0;93
"2014-04-19";0;630;0;426;0;200;0;146;0;561;0;238
"2014-04-20";0;1011;0;424;0;190;0;103;0;746;0;246
"2014-04-21";0;454;0;341;0;119;0;174;0;449;0;155
"2014-04-22";0;433;0;397;0;89;0;59;0;467;0;153
"2014-04-23";0;416;0;278;0;180;0;115;0;411;0;110
"2014-04-24";0;410;0;372;0;246;0;82;0;621;0;140
"2014-04-25";0;340;0;285;0;61;0;91;0;453;0;204
"2014-04-26";0;470;0;347;0;171;0;58;0;520;0;251
"2014-04-27";0;839;0;412;0;282;0;137;0;680;0;180
"2014-04-28";0;428;0;357;0;143;0;100;0;464;0;145
"2014-04-29";0;411;0;483;0;90;0;140;0;489;0;183
"2014-04-30";0;415;0;265;0;63;0;146;0;508;0;104
"2014-05-01";0;589;0;337;0;168;0;40;0;871;0;186
"2014-05-02";0;416;0;269;0;157;0;54;0;530;0;181
"2014-05-03";0;704;0;356;0;295;0;163;0;617;0;300
"2014-05-04";0;899;0;488;0;456;0;110;0;849;0;269
"2014-05-05";0;535;0;417;0;167;0;102;0;506;0;217
"2014-05-06";0;514;0;305;0;159;0;261;0;650;0;208
"2014-05-07";0;507;0;332;0;112;0;88;0;645;0;169
"2014-05-08";0;484;0;243;0;201;0;69;0;618;0;188
"2014-05-09";0;369;0;254;0;44;0;44;0;545;0;110
"2014-05-10";0;639;0;351;0;145;0;107;0;464;0;117
"2014-05-11";0;686;0;387;0;264;0;48;0;533;0;485
"2014-05-12";0;458;0;399;0;81;0;66;0;491;0;244
"2014-05-13";0;393;0;397;0;134;0;67;0;568;0;190
"2014-05-14";0;317;0;293;0;1101;0;46;0;448;0;188
"2014-05-15";0;379;0;259;0;97;0;91;0;532;0;135
"2014-05-16";0;310;0;200;0;65;0;119;0;554;0;202
"2014-05-17";0;516;0;397;0;149;0;226;0;558;0;250
"2014-05-18";0;806;0;398;0;302;0;155;0;643;0;240
"2014-05-19";0;446;0;414;0;148;0;96;0;564;0;289
"2014-05-20";0;456;0;422;0;69;0;113;0;480;0;180
"2014-05-21";0;387;1;272;0;141;0;46;0;459;0;141
"2014-05-22";0;374;0;264;0;160;10;70;0;689;0;141
"2014-05-23";0;317;0;202;0;116;0;105;0;502;0;159
"2014-05-24";0;555;0;336;0;181;0;90;0;608;0;241
"2014-05-25";0;693;0;400;0;281;0;223;0;561;0;250
"2014-05-26";0;451;0;391;0;144;0;124;0;620;0;185
"2014-05-27";0;395;0;385;0;105;0;100;0;512;1;152
"2014-05-28";0;422;3;262;0;182;0;55;0;480;2;132
"2014-05-29";0;355;0;321;0;151;10;131;0;636;0;277
"2014-05-30";0;381;0;249;0;41;0;81;0;528;0;170
"2014-05-31";0;569;1;419;0;155;0;87;0;592;0;177
"2014-06-01";0;1081;0;516;0;332;0;174;0;941;0;236
"2014-06-02";0;492;1;403;0;289;0;136;0;640;0;227
"2014-06-03";0;577;0;370;0;252;0;139;0;598;0;189
"2014-06-04";0;489;2;303;0;136;1;67;0;609;0;179
"2014-06-05";0;452;0;261;0;272;10;292;0;739;0;419
"2014-06-06";0;441;0;256;0;129;0;66;0;574;0;129
"2014-06-07";0;612;0;402;0;232;0;59;0;618;0;180
"2014-06-08";0;847;0;426;0;199;0;181;0;756;0;244
"2014-06-09";0;449;3;470;0;179;1;101;0;619;0;169
"2014-06-10";0;493;0;331;0;248;0;106;0;552;0;179
"2014-06-11";0;395;0;290;0;140;0;107;0;661;0;632
"2014-06-12";0;332;0;254;15;88;10;159;0;614;0;134
"2014-06-13";1;320;0;243;0;93;0;76;0;601;0;120
"2014-06-14";0;580;0;370;0;79;0;135;4;576;0;218
"2014-06-15";1;720;0;394;1;243;0;138;0;605;0;219
"2014-06-16";0;634;0;384;0;1181;0;175;0;603;0;191
"2014-06-17";2;455;0;288;0;73;0;102;1;631;0;201
"2014-06-18";4;407;0;251;0;200;0;107;0;530;0;167
"2014-06-19";3;392;1;307;16;141;12;56;0;616;0;200
"2014-06-20";0;298;0;267;0;29;0;82;1;607;0;114
"2014-06-21";2;454;0;301;1;80;0;81;1;642;0;180
"2014-06-22";0;836;0;397;0;195;0;115;0;690;0;243
"2014-06-23";0;484;0;328;1;122;0;90;0;522;0;219
"2014-06-24";1;373;0;308;0;196;0;105;0;522;0;201
"2014-06-25";0;383;0;299;0;165;0;42;0;512;0;188
"2014-06-26";0;326;0;259;16;116;11;132;0;619;0;180
"2014-06-27";2;388;0;287;0;37;0;68;1;475;0;149
"2014-06-28";0;500;0;384;0;105;0;342;0;586;0;228
"2014-06-29";1;570;0;440;0;84;0;76;0;597;0;344
"2014-06-30";0;540;0;361;0;239;0;97;0;610;0;250
"2014-07-01";0;697;0;355;0;203;0;191;0;686;0;175
"2014-07-02";1;594;0;361;0;325;0;50;0;655;0;197
"2014-07-03";0;577;0;334;14;230;11;69;0;857;0;174
"2014-07-04";0;452;0;292;0;42;0;82;0;525;0;182
"2014-07-05";0;662;0;455;0;78;0;66;0;650;0;205
"2014-07-06";0;671;0;379;0;132;0;125;0;606;0;195
"2014-07-07";0;550;0;317;0;161;0;207;1;604;0;245
"2014-07-08";0;586;0;345;0;197;0;176;0;675;0;211
"2014-07-09";1;453;0;336;0;193;0;45;0;543;0;148
"2014-07-10";0;423;2;313;16;148;13;131;0;772;0;183
"2014-07-11";0;415;0;272;0;151;1;89;0;556;0;154
"2014-07-12";2;530;1;312;0;51;0;263;0;646;0;248
"2014-07-13";0;570;0;362;0;181;0;145;0;630;0;206
"2014-07-14";0;474;0;282;0;148;0;132;1;610;0;246
"2014-07-15";0;476;0;280;0;232;0;77;0;626;0;227
"2014-07-16";0;368;3;251;0;115;0;126;0;483;0;133
"2014-07-17";0;430;0;328;16;114;11;45;0;600;0;171
"2014-07-18";0;514;0;275;0;1083;0;72;0;562;0;148
"2014-07-19";1;490;0;383;0;57;0;72;1;516;0;170
"2014-07-20";0;631;0;347;0;169;0;127;0;526;0;159
"2014-07-21";0;441;0;348;0;318;0;103;0;571;0;175
"2014-07-22";2;473;0;279;1;128;0;307;1;625;0;222
"2014-07-23";0;334;0;274;0;239;0;100;0;482;0;126
"2014-07-24";0;376;0;298;15;128;11;58;0;668;0;144
"2014-07-25";0;390;0;222;0;75;0;47;0;475;0;155
"2014-07-26";1;437;0;385;0;96;0;140;0;581;0;178
"2014-07-27";1;498;0;272;0;125;0;112;1;758;0;210
"2014-07-28";1;438;0;324;0;116;0;66;0;636;0;246
"2014-07-29";1;423;0;281;1;100;0;97;0;993;0;158
"2014-07-30";1;374;0;225;0;123;0;44;0;838;0;169
"2014-07-31";0;425;0;299;14;99;10;104;0;609;0;181
"2014-08-01";1;519;0;295;0;201;0;143;0;586;0;178
"2014-08-02";0;664;1;294;0;178;2;90;0;710;0;214
"2014-08-03";1;619;0;334;1;289;0;129;0;672;0;180
"2014-08-04";0;500;0;331;0;207;0;53;0;680;0;228
"2014-08-05";1;567;0;305;0;127;0;150;0;813;0;145
"2014-08-06";0;515;0;272;1;126;0;144;0;708;1;145
"2014-08-07";0;378;0;270;15;102;11;76;0;705;0;190
"2014-08-08";0;472;0;280;1;122;0;118;0;634;0;129
"2014-08-09";0;487;0;318;0;122;0;86;0;663;0;169
"2014-08-10";2;498;0;296;0;118;0;87;0;705;0;172
"2014-08-11";3;522;0;291;0;91;0;54;0;735;0;201
"2014-08-12";0;487;0;243;0;190;0;55;0;627;0;200
"2014-08-13";1;409;0;306;0;144;0;100;0;504;0;209
"2014-08-14";1;370;0;156;13;103;11;96;0;477;0;149
"2014-08-15";0;446;2;261;1;91;1;116;0;527;0;181
"2014-08-16";2;452;0;327;1;138;1;63;0;553;0;165
"2014-08-17";1;552;0;346;2;157;1;129;0;468;0;174
"2014-08-18";0;524;0;264;1;184;1;258;0;618;0;178
"2014-08-19";0;472;0;257;1;346;1;61;1;575;0;158
"2014-08-20";3;418;0;311;2;218;1;120;1;637;0;187
"2014-08-21";0;375;3;289;11;103;11;158;0;654;0;177
"2014-08-22";0;345;0;227;1;150;1;75;0;478;0;279
"2014-08-23";0;507;0;296;1;112;1;156;0;613;0;165
"2014-08-24";0;533;0;304;1;255;1;155;0;639;0;144
"2014-08-25";0;429;0;286;1;1164;1;97;0;514;0;176
"2014-08-26";0;421;0;247;1;145;1;164;0;612;0;204
"2014-08-27";0;392;1;235;1;127;1;46;0;462;0;171
"2014-08-28";0;376;0;226;14;97;8;97;0;718;0;148
"2014-08-29";1;451;0;262;1;79;1;103;0;657;0;166
"2014-08-30";0;554;0;342;1;288;1;75;0;635;0;163
"2014-08-31";0;709;1;422;1;172;2;111;0;734;0;250
"2014-09-01";1;657;0;406;1;333;1;91;0;778;0;282
"2014-09-02";1;584;2;453;1;247;3;165;0;692;0;201
"2014-09-03";0;565;0;325;1;194;1;81;0;692;0;167
"2014-09-04";0;510;0;427;14;393;8;222;9;807;4;282
"2014-09-05";0;466;0;266;0;70;0;106;7;729;2;141
"2014-09-06";0;706;0;429;0;210;0;95;7;800;4;217
"2014-09-07";1;995;0;482;0;399;0;151;9;985;6;335
"2014-09-08";0;392;0;423;0;168;0;199;9;920;5;334
"2014-09-09";0;450;0;372;0;227;0;101;7;702;3;227
"2014-09-10";0;356;0;323;0;138;0;58;7;565;5;290
"2014-09-11";0;345;0;307;12;201;11;111;5;683;7;254
"2014-09-12";0;285;0;259;0;57;0;108;7;609;7;265
"2014-09-13";0;539;0;268;0;263;0;125;8;689;5;396
"2014-09-14";1;754;0;438;1;280;0;144;9;780;5;304
"2014-09-15";0;462;3;392;0;133;1;94;8;617;5;325
"2014-09-16";0;482;0;332;0;364;0;153;6;636;5;255
"2014-09-17";0;404;0;324;0;105;0;91;8;554;5;243
"2014-09-18";1;371;0;246;14;173;11;211;8;631;4;159
"2014-09-19";1;309;0;218;0;155;0;172;6;534;5;252
"2014-09-20";1;575;0;382;1;298;0;131;7;715;6;349
"2014-09-21";0;667;0;426;2;217;0;182;7;813;8;320
"2014-09-22";0;398;0;355;0;111;0;222;9;615;6;286
"2014-09-23";0;488;0;306;0;486;0;189;9;715;5;237
"2014-09-24";0;342;0;300;0;1165;0;205;5;556;5;333
"2014-09-25";0;338;0;287;11;148;12;107;0;605;0;165
"2014-09-26";3;367;0;244;0;99;0;29;0;475;0;166
"2014-09-27";0;559;0;394;0;184;0;167;0;662;0;163
"2014-09-28";1;726;0;434;1;194;0;158;0;672;0;187
"2014-09-29";0;468;1;335;0;193;0;185;0;602;0;198
"2014-09-30";0;445;0;381;0;234;0;73;0;542;0;158
"2014-10-01";2;585;1;348;0;263;0;77;0;739;0;208
"2014-10-02";0;623;0;309;15;239;12;83;0;843;0;240
"2014-10-03";0;455;1;332;0;241;0;80;0;632;0;139
"2014-10-04";0;775;0;430;0;231;0;134;0;800;0;272
"2014-10-05";0;905;1;479;0;199;1;106;0;871;0;312
"2014-10-06";0;565;0;410;0;212;0;156;0;625;0;250
"2014-10-07";1;517;0;456;0;339;0;154;0;593;0;180
"2014-10-08";0;416;1;362;0;91;1;213;0;561;0;179
"2014-10-09";0;425;0;288;17;220;12;99;0;610;0;147
"2014-10-10";0;503;0;269;0;167;0;158;0;605;0;205
"2014-10-11";2;645;1;363;1;118;0;104;1;759;0;185
"2014-10-12";1;811;0;505;1;290;0;335;0;774;0;296
"2014-10-13";0;446;0;457;0;183;0;82;0;636;0;201
"2014-10-14";0;411;0;334;0;112;0;165;0;551;0;314
"2014-10-15";1;497;0;346;0;469;0;74;1;586;0;156
"2014-10-16";0;431;0;334;13;440;9;166;0;825;0;177
"2014-10-17";0;354;0;272;0;129;0;154;0;479;0;158
"2014-10-18";0;509;1;381;0;160;0;118;0;570;0;151
"2014-10-19";0;855;1;525;2;204;0;146;0;818;0;278
"2014-10-20";3;473;0;410;0;103;0;193;0;597;0;196
"2014-10-21";1;455;0;323;0;140;0;147;0;580;0;145
"2014-10-22";0;351;0;325;0;238;1;42;0;475;0;151
"2014-10-23";1;425;0;330;14;409;8;323;0;686;0;157
"2014-10-24";0;336;1;213;0;116;0;66;1;525;0;148
"2014-10-25";1;535;3;359;0;243;0;65;0;622;0;239
"2014-10-26";0;828;0;524;1;251;0;254;0;785;0;249
"2014-10-27";0;427;1;448;0;226;0;115;0;461;0;195
"2014-10-28";1;357;0;317;0;271;0;241;0;494;0;169
"2014-10-29";1;286;0;317;0;59;0;59;0;436;0;209
"2014-10-30";1;360;0;256;13;321;12;73;0;562;0;151
"2014-10-31";1;360;1;281;0;182;0;54;0;433;0;76
"2014-11-01";0;808;0;345;0;439;0;358;1;689;0;122
"2014-11-02";0;758;0;240;0;272;0;51;0;664;0;107
"2014-11-03";0;791;0;553;1;248;0;231;0;636;0;271
"2014-11-04";1;573;1;557;0;417;0;190;1;583;0;217
"2014-11-05";0;541;1;359;0;165;0;68;0;591;0;231
"2014-11-06";0;474;0;300;14;165;12;90;0;737;0;230
"2014-11-07";0;428;0;353;0;107;0;134;0;444;0;177
"2014-11-08";0;659;0;177;0;235;0;67;0;589;0;76
"2014-11-09";0;891;0;610;1;257;0;202;0;784;0;262
"2014-11-10";0;450;1;330;0;272;0;46;0;554;0;239
"2014-11-11";2;460;0;314;0;317;0;136;1;639;0;160
"2014-11-12";0;326;0;354;0;138;0;123;0;519;0;223
"2014-11-13";2;432;0;314;15;227;9;153;0;688;0;179
"2014-11-14";0;340;0;284;0;118;0;148;0;584;0;141
"2014-11-15";0;608;3;333;1;222;0;306;2;667;1;149
"2014-11-16";0;816;1;539;0;394;0;250;2;752;1;299
"2014-11-17";0;514;0;436;0;114;0;68;0;596;1;261
"2014-11-18";0;424;4;408;0;244;0;120;0;558;0;150
"2014-11-19";2;438;2;321;0;61;0;26;0;589;0;167
"2014-11-20";0;361;0;340;16;305;11;72;0;653;0;232
"2014-11-21";0;334;0;230;0;211;0;70;0;561;0;178
"2014-11-22";0;497;0;390;1;322;0;152;0;517;0;111
"2014-11-23";0;804;0;537;1;264;0;183;0;730;0;313
"2014-11-24";1;445;0;345;0;255;0;94;1;537;0;227
"2014-11-25";1;400;0;350;1;186;0;134;0;512;0;229
"2014-11-26";1;319;0;360;0;224;0;67;0;519;0;213
"2014-11-27";0;362;0;290;11;178;13;84;0;596;0;145
"2014-11-28";2;351;0;282;0;124;0;60;1;500;0;159
"2014-11-29";4;597;0;473;1;180;1;145;1;673;0;226
"2014-11-30";1;878;0;551;0;279;0;177;0;762;0;296
"2014-12-01";1;651;4;507;1;187;2;189;1;600;1;273
"2014-12-02";5;600;0;358;1;391;0;148;1;698;1;242
"2014-12-03";3;500;0;352;1;529;0;87;1;557;0;113
"2014-12-04";1;448;0;377;14;519;8;104;0;751;0;134
"2014-12-05";2;398;0;297;0;102;1;105;1;585;0;168
"2014-12-06";0;668;1;396;0;319;0;143;2;635;1;198
"2014-12-07";2;979;0;506;2;385;0;111;1;748;0;248
"2014-12-08";2;481;0;399;0;246;0;199;1;668;0;190
"2014-12-09";2;458;1;325;0;234;1;126;2;515;0;195
"2014-12-10";0;432;0;315;0;161;0;112;0;560;0;131
"2014-12-11";1;362;0;291;14;394;12;69;1;467;0;213
"2014-12-12";4;312;1;271;1;69;0;103;0;474;0;133
"2014-12-13";1;461;0;369;0;138;0;121;1;583;0;146
"2014-12-14";2;711;2;494;0;237;1;208;0;751;1;278
"2014-12-15";0;504;1;467;0;106;0;111;0;510;0;164
"2014-12-16";4;458;0;385;1;134;0;285;3;542;0;182
"2014-12-17";0;534;0;382;1;225;0;100;2;483;0;170
"2014-12-18";4;368;0;336;15;250;11;144;2;648;0;216
"2014-12-19";0;421;0;325;0;33;0;77;0;438;0;218
"2014-12-20";1;436;1;384;0;197;0;168;0;586;0;158
"2014-12-21";1;643;1;458;0;293;1;164;0;666;0;237
"2014-12-22";2;485;0;420;2;210;0;164;0;937;0;167
"2014-12-23";4;544;3;398;1;92;0;101;0;657;0;140
"2014-12-24";0;533;1;331;0;158;0;122;0;548;0;104
"2014-12-26";4;492;0;383;1;155;0;203;0;631;0;191
"2014-12-27";1;514;0;266;0;306;0;107;0;613;0;127
"2014-12-28";0;530;2;263;0;190;0;92;0;601;0;154
"2014-12-29";4;422;0;352;1;217;0;166;2;597;0;158
"2014-12-30";3;559;2;369;2;304;0;85;0;670;0;171
"2014-12-31";0;586;2;340;0;117;0;176;0;595;1;126
"2015-01-01";0;0;0;0;0;0;0;0;0;0;0;0
"2015-01-02";0;710;3;385;0;459;1;257;0;1022;0;213
"2015-01-03";0;745;0;419;0;225;0;168;0;794;0;223
"2015-01-04";1;965;1;521;1;559;1;258;1;729;1;308
"2015-01-05";0;569;0;456;0;243;0;187;0;595;0;175
"2015-01-06";0;552;0;332;0;348;0;45;0;620;0;169
"2015-01-07";1;446;1;316;0;129;0;148;1;540;0;180
"2015-01-08";3;437;1;282;17;400;12;185;1;667;2;199
"2015-01-09";2;410;0;298;1;75;0;147;1;471;0;155
"2015-01-10";1;616;0;343;1;204;0;240;0;616;0;190
"2015-01-11";1;843;0;480;1;232;0;214;3;842;0;290
"2015-01-12";5;456;0;377;1;108;0;132;1;550;0;213
"2015-01-13";0;513;0;286;0;148;0;83;1;621;0;189
"2015-01-14";2;418;1;391;1;238;1;82;1;568;1;545
"2015-01-15";1;416;0;370;16;384;9;150;1;608;0;201
"2015-01-16";0;337;0;261;0;111;0;36;0;576;0;153
"2015-01-17";2;558;0;351;0;170;0;126;0;678;0;179
"2015-01-18";1;796;0;446;1;384;0;113;0;656;0;256
"2015-01-19";0;455;0;419;0;212;0;110;1;516;0;321
"2015-01-20";0;415;0;322;0;203;0;171;0;575;0;172
"2015-01-21";0;382;0;309;0;88;0;132;3;529;0;184
"2015-01-22";1;341;0;236;15;325;12;148;1;574;0;204
"2015-01-23";1;306;1;307;0;169;0;71;0;468;0;147
"2015-01-24";1;615;6;375;0;257;2;181;0;619;1;180
"2015-01-25";0;848;0;461;0;467;0;145;1;865;0;238
"2015-01-26";0;386;0;360;0;186;0;185;3;478;0;296
"2015-01-27";5;450;0;357;3;148;0;100;1;687;0;209
"2015-01-28";6;420;0;282;1;144;0;116;3;448;0;162
"2015-01-29";1;331;0;264;13;247;11;91;3;647;0;135
"2015-01-30";5;414;3;291;0;76;0;94;1;530;2;202
"2015-01-31";1;562;0;371;0;251;0;178;2;701;0;205
"2015-02-01";2;980;0;711;0;376;0;263;0;922;0;293
"2015-02-02";0;600;0;448;0;355;0;76;0;685;0;252
"2015-02-03";3;607;0;404;0;177;1;95;1;732;0;217
"2015-02-04";0;518;0;320;0;121;0;125;1;560;0;186
"2015-02-05";4;427;2;304;15;264;10;213;1;793;1;239
"2015-02-06";5;417;1;216;0;166;1;134;2;511;0;152
"2015-02-07";0;634;0;334;0;328;0;165;0;780;0;204
"2015-02-08";3;763;0;393;1;280;0;121;1;856;0;246
"2015-02-09";4;443;0;293;1;180;0;133;2;602;0;215
"2015-02-10";3;398;0;305;0;189;1;146;4;572;0;162
"2015-02-11";4;380;0;230;2;136;0;179;1;590;0;108
"2015-02-12";1;401;3;200;14;236;9;94;0;817;0;119
"2015-02-13";1;405;0;238;0;150;0;120;0;621;0;157
"2015-02-14";0;537;0;314;0;296;0;122;0;624;0;152
"2015-02-15";0;554;0;245;0;180;0;115;0;620;0;124
"2015-02-16";0;457;0;285;0;173;0;105;1;711;0;163
"2015-02-17";1;417;1;367;0;214;1;121;1;582;0;190
"2015-02-18";2;483;0;286;0;315;0;122;1;637;0;159
"2015-02-19";0;388;0;245;16;170;12;246;0;770;0;236
"2015-02-20";0;466;1;271;0;66;0;75;0;564;0;138
"2015-02-21";0;611;0;424;0;167;0;145;1;760;0;190
"2015-02-22";2;877;0;568;1;398;0;69;0;792;0;258
"2015-02-23";0;496;0;377;0;160;0;62;0;591;0;141
"2015-02-24";1;465;1;312;0;197;0;58;0;617;0;152
"2015-02-25";0;426;0;342;0;206;1;33;0;509;0;172
"2015-02-26";0;350;0;273;12;290;12;134;1;701;0;149
"2015-02-27";0;355;0;288;2;119;1;78;1;672;0;185
"2015-02-28";0;678;0;422;1;131;2;125;0;711;1;289
"2015-03-01";0;972;0;515;3;346;1;215;0;921;0;302
"2015-03-02";0;638;0;476;0;213;1;114;0;807;0;298
"2015-03-03";2;626;0;376;1;335;0;182;1;656;1;222
"2015-03-04";0;475;0;379;0;224;0;134;0;707;0;261
"2015-03-05";1;552;0;386;13;185;11;134;0;830;0;315
"2015-03-06";0;448;0;279;0;235;0;108;2;576;0;189
"2015-03-07";0;737;1;449;1;158;0;133;0;829;0;257
"2015-03-08";2;806;0;432;2;290;0;111;1;756;0;292
"2015-03-09";0;579;0;388;1;239;1;140;0;700;0;290
"2015-03-10";0;544;0;360;0;140;0;116;1;735;0;215
"2015-03-11";0;436;0;358;1;210;0;114;0;655;0;222
"2015-03-12";0;372;0;324;12;45;9;113;0;692;0;205
"2015-03-13";0;404;1;211;0;79;0;142;0;629;0;191
"2015-03-14";2;451;1;359;0;135;0;134;0;688;0;231
"2015-03-15";0;840;0;472;1;383;1;105;0;716;0;361
"2015-03-16";0;510;6;394;0;119;1;139;0;574;4;226
"2015-03-17";0;496;0;393;1;289;0;49;0;690;0;191
"2015-03-18";0;375;0;331;1;150;0;70;0;672;0;242
"2015-03-19";0;498;0;292;15;95;12;70;0;643;0;179
"2015-03-20";0;369;0;284;0;216;0;220;1;580;0;125
"2015-03-21";0;633;0;357;0;230;0;59;0;640;0;220
"2015-03-22";2;757;0;595;0;190;0;163;0;706;0;360
"2015-03-23";1;433;1;304;0;88;0;156;0;570;0;212
"2015-03-24";1;496;1;282;0;356;0;98;0;609;0;194
"2015-03-25";0;364;0;286;0;112;0;42;0;559;0;172
"2015-03-26";0;314;4;367;17;269;9;74;0;671;1;247
"2015-03-27";0;434;0;283;0;109;0;80;0;574;0;255
"2015-03-28";1;545;0;375;3;141;0;181;0;585;1;188
"2015-03-29";0;756;0;336;0;165;0;74;2;804;1;202
"2015-03-30";1;438;0;0;0;255;0;0;1;577;0;0
"2015-03-31";1;582;0;0;1;315;0;0;0;630;0;0
"2015-04-01";0;769;0;0;0;188;0;0;0;672;0;0
"2015-04-02";0;921;0;0;18;239;0;0;0;674;0;0
"2015-04-03";0;898;0;0;0;239;0;0;0;661;0;0
"2015-04-04";0;683;0;0;0;293;0;0;0;796;0;0
"2015-04-05";1;944;0;0;3;376;0;0;0;1070;0;0
"2015-04-06";0;577;0;0;0;152;0;0;0;694;0;0
"2015-04-07";0;590;0;0;0;155;0;0;1;631;0;0
"2015-04-08";0;481;0;0;0;137;0;0;0;740;0;0
"2015-04-09";0;376;0;0;18;103;0;0;0;702;0;0
"2015-04-10";1;367;0;0;0;94;0;0;0;526;0;0
"2015-04-11";0;588;0;0;0;178;0;0;0;675;0;0
"2015-04-12";0;885;0;0;0;224;0;0;0;752;0;0
"2015-04-13";1;441;0;0;0;157;0;0;0;528;0;0
"2015-04-14";0;446;0;0;0;117;0;0;0;575;0;0
"2015-04-15";0;521;0;0;0;195;0;0;0;603;0;0
"2015-04-16";0;430;0;0;15;107;0;0;0;583;0;0
"2015-04-17";1;356;0;0;0;338;0;0;0;515;0;0
"2015-04-18";0;696;0;0;1;104;0;0;1;684;0;0
"2015-04-19";3;900;0;0;0;273;0;0;1;851;0;0
"2015-04-20";3;465;0;0;0;136;0;0;0;684;0;0
"2015-04-21";2;448;0;0;0;104;0;0;1;659;0;0
"2015-04-22";3;312;0;0;0;121;0;0;0;524;0;0
"2015-04-23";2;378;0;0;15;155;0;0;0;648;0;0
"2015-04-24";0;393;0;0;0;118;0;0;2;537;0;0
"2015-04-25";0;548;0;0;0;153;0;0;0;536;0;0
"2015-04-26";0;768;0;0;2;285;0;0;1;688;0;0
"2015-04-27";0;460;0;0;0;174;0;0;1;539;0;0
"2015-04-28";0;365;0;0;0;75;0;0;0;507;0;0
"2015-04-29";3;354;0;0;0;92;0;0;1;557;0;0
"2015-04-30";1;447;0;0;17;88;0;0;0;763;0;0
"2015-05-01";4;633;0;0;0;234;0;0;2;780;0;0
"2015-05-02";3;896;0;0;0;231;0;0;0;952;0;0
"2015-05-03";1;1028;0;0;1;312;0;0;0;1092;0;0
"2015-05-04";1;574;0;0;1;222;0;0;0;651;0;0
"2015-05-05";0;607;0;0;0;360;0;0;0;735;0;0
"2015-05-06";2;559;0;0;0;168;0;0;1;824;0;0
"2015-05-07";1;529;0;0;15;132;0;0;0;869;0;0
"2015-05-08";0;392;0;0;0;96;0;0;0;660;0;0
"2015-05-09";1;666;0;0;0;117;0;0;0;712;0;0
"2015-05-10";0;812;0;0;0;254;0;0;2;775;0;0
"2015-05-11";0;518;0;0;0;193;0;0;1;661;0;0
"2015-05-12";1;466;0;0;0;95;0;0;0;665;0;0
"2015-05-13";0;386;0;0;0;212;0;0;0;582;0;0
"2015-05-14";3;433;0;0;14;62;0;0;0;766;0;0
"2015-05-15";0;364;0;0;0;159;0;0;0;538;0;0
"2015-05-16";1;605;0;0;0;126;0;0;0;570;0;0
"2015-05-17";0;857;0;0;0;259;0;0;0;837;0;0
"2015-05-18";1;459;0;0;0;380;0;0;0;609;0;0
